10:17:05.152107 IP 112.26.0.8.36004 > 112.26.0.1.43445: Flags [S], seq 604036043, win 65535, options [mss 1460,sackOK,TS val 4294851649 ecr 0,nop,wscale 6,mptcp capable csum {0x5fe731cb2a0ffaa8}], length 0
10:17:05.176521 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [S.], seq 3411350881, ack 604036044, win 65535, options [mss 1460,sackOK,TS val 99544 ecr 4294851649,nop,wscale 6,mptcp capable csum {0x95b44a60aabf03a2}], length 0
10:17:05.353998 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [S.], seq 3411350881, ack 604036044, win 65535, options [mss 1460,sackOK,TS val 99544 ecr 4294851649,nop,wscale 6,mptcp capable csum {0x95b44a60aabf03a2}], length 0
10:17:05.472541 IP 112.26.0.8.36004 > 112.26.0.1.43445: Flags [.], ack 1, win 1369, options [nop,nop,TS val 4294854113 ecr 99544,mptcp capable csum {0x5fe731cb2a0ffaa8,0x95b44a60aabf03a2},mptcp dss ack 3866414399], length 0
10:17:05.475920 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], ack 1, win 1339, options [nop,nop,TS val 99849 ecr 4294854113,mptcp add-addr id 3 112.26.1.1,mptcp dss ack 1720219151], length 0
10:18:42.323230 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 878033:879461, ack 1, win 4017, options [nop,nop,TS val 196149 ecr 4294950297,mptcp dss ack 1720219151 seq 3869478699 subseq 878033 len 1428 csum 0x9177], length 1428
10:18:42.334165 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 865181:866609, ack 1, win 4017, options [nop,nop,TS val 195510 ecr 4294949706,mptcp dss ack 1720219151 seq 3869452995 subseq 865181 len 1428 csum 0x9d7b], length 1428
10:18:42.389618 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 879461:880889, ack 1, win 4017, options [nop,nop,TS val 196149 ecr 4294950297,mptcp dss ack 1720219151 seq 3869480127 subseq 879461 len 1428 csum 0xb00d], length 1428
10:18:42.399335 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 866609:868037, ack 1, win 4017, options [nop,nop,TS val 195510 ecr 4294949706,mptcp dss ack 1720219151 seq 3869454423 subseq 866609 len 1428 csum 0x12dc], length 1428
10:18:42.444811 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 880889:882317, ack 1, win 4017, options [nop,nop,TS val 196317 ecr 4294950364,mptcp dss ack 1720219151 seq 3869485839 subseq 880889 len 1428 csum 0xb665], length 1428
10:18:42.520306 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 882317:883745, ack 1, win 4017, options [nop,nop,TS val 196317 ecr 4294950364,mptcp dss ack 1720219151 seq 3869487267 subseq 882317 len 1428 csum 0x741c], length 1428
10:18:42.538028 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 869465:870893, ack 1, win 4017, options [nop,nop,TS val 195510 ecr 4294949706,mptcp dss ack 1720219151 seq 3869457279 subseq 869465 len 1428 csum 0x9b27], length 1428
10:18:42.593500 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 883745:885173, ack 1, win 4017, options [nop,nop,TS val 196499 ecr 4294950520,mptcp dss ack 1720219151 seq 3869488695 subseq 883745 len 1428 csum 0xcdfa], length 1428
10:18:42.641740 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 870893:872321, ack 1, win 4017, options [nop,nop,TS val 195510 ecr 4294949706,mptcp dss ack 1720219151 seq 3869458707 subseq 870893 len 1428 csum 0x650b], length 1428
10:18:42.672845 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 885173:886601, ack 1, win 4017, options [nop,nop,TS val 196756 ecr 4294950691,mptcp dss ack 1720219151 seq 3869494407 subseq 885173 len 1428 csum 0xc643], length 1428
10:18:42.736228 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 872321:873749, ack 1, win 4017, options [nop,nop,TS val 195858 ecr 4294949992,mptcp dss ack 1720219151 seq 3869467275 subseq 872321 len 1428 csum 0x276c], length 1428
10:18:42.784209 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 886601:888029, ack 1, win 4017, options [nop,nop,TS val 196756 ecr 4294950691,mptcp dss ack 1720219151 seq 3869495835 subseq 886601 len 1428 csum 0xc3f], length 1428
10:18:42.855294 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 888029:889457, ack 1, win 4017, options [nop,nop,TS val 196895 ecr 4294950825,mptcp dss ack 1720219151 seq 3869501547 subseq 888029 len 1428 csum 0xd7ad], length 1428
10:18:42.871005 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 875177:876605, ack 1, win 4017, options [nop,nop,TS val 196149 ecr 4294950297,mptcp dss ack 1720219151 seq 3869475843 subseq 875177 len 1428 csum 0xe885], length 1428
10:18:42.902161 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 876605:878033, ack 1, win 4017, options [nop,nop,TS val 196149 ecr 4294950297,mptcp dss ack 1720219151 seq 3869477271 subseq 876605 len 1428 csum 0x8d18], length 1428
10:18:42.954201 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 850901:852329, ack 1, win 4017, options [nop,nop,TS val 196928 ecr 4294950825,mptcp dss ack 1720219151 seq 3869408727 subseq 850901 len 1428 csum 0x2bc7], length 1428
10:18:43.000218 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 878033:879461, ack 1, win 4017, options [nop,nop,TS val 196149 ecr 4294950297,mptcp dss ack 1720219151 seq 3869478699 subseq 878033 len 1428 csum 0x9177], length 1428
10:18:43.046719 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 855185:856613, ack 1, win 4017, options [nop,nop,TS val 197086 ecr 4294951053,mptcp dss ack 1720219151 seq 3869417295 subseq 855185 len 1428 csum 0xe9a1], length 1428
10:18:43.113133 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 879461:880889, ack 1, win 4017, options [nop,nop,TS val 196149 ecr 4294950297,mptcp dss ack 1720219151 seq 3869480127 subseq 879461 len 1428 csum 0xb00d], length 1428
10:18:43.142127 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 859469:860897, ack 1, win 4017, options [nop,nop,TS val 197341 ecr 4294951216,mptcp dss ack 1720219151 seq 3869441571 subseq 859469 len 1428 csum 0xa03b], length 1428
10:18:43.198883 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 863753:865181, ack 1, win 4017, options [nop,nop,TS val 197435 ecr 4294951287,mptcp dss ack 1720219151 seq 3869445855 subseq 863753 len 1428 csum 0x9712], length 1428
10:18:43.219870 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 880889:882317, ack 1, win 4017, options [nop,nop,TS val 196317 ecr 4294950364,mptcp dss ack 1720219151 seq 3869485839 subseq 880889 len 1428 csum 0xb665], length 1428
10:18:43.350302 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 883745:885173, ack 1, win 4017, options [nop,nop,TS val 196499 ecr 4294950520,mptcp dss ack 1720219151 seq 3869488695 subseq 883745 len 1428 csum 0xcdfa], length 1428
10:18:43.396795 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 868037:869465, ack 1, win 4017, options [nop,nop,TS val 197768 ecr 4294951494,mptcp dss ack 1720219151 seq 3869455851 subseq 868037 len 1428 csum 0x8cd2], length 1428
10:18:43.461826 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 885173:886601, ack 1, win 4017, options [nop,nop,TS val 196756 ecr 4294950691,mptcp dss ack 1720219151 seq 3869494407 subseq 885173 len 1428 csum 0xc643], length 1428
10:18:43.534319 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 886601:888029, ack 1, win 4017, options [nop,nop,TS val 196756 ecr 4294950691,mptcp dss ack 1720219151 seq 3869495835 subseq 886601 len 1428 csum 0xc3f], length 1428
10:18:43.624091 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 888029:889457, ack 1, win 4017, options [nop,nop,TS val 196895 ecr 4294950825,mptcp dss ack 1720219151 seq 3869501547 subseq 888029 len 1428 csum 0xd7ad], length 1428
10:18:43.735981 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 850901:852329, ack 1, win 4017, options [nop,nop,TS val 196928 ecr 4294950825,mptcp dss ack 1720219151 seq 3869408727 subseq 850901 len 1428 csum 0x2bc7], length 1428
10:18:43.830560 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 855185:856613, ack 1, win 4017, options [nop,nop,TS val 197086 ecr 4294951053,mptcp dss ack 1720219151 seq 3869417295 subseq 855185 len 1428 csum 0xe9a1], length 1428
10:18:43.845545 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 889457:890885, ack 1, win 4017, options [nop,nop,TS val 198219 ecr 4294951807,mptcp dss ack 1720219151 seq 3869504403 subseq 889457 len 1428 csum 0x5fbf], length 1428
10:18:43.931840 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 859469:860897, ack 1, win 4017, options [nop,nop,TS val 197341 ecr 4294951216,mptcp dss ack 1720219151 seq 3869441571 subseq 859469 len 1428 csum 0xa03b], length 1428
10:18:43.970745 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 863753:865181, ack 1, win 4017, options [nop,nop,TS val 197435 ecr 4294951287,mptcp dss ack 1720219151 seq 3869445855 subseq 863753 len 1428 csum 0x9712], length 1428
10:18:44.082299 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 868037:869465, ack 1, win 4017, options [nop,nop,TS val 197768 ecr 4294951494,mptcp dss ack 1720219151 seq 3869455851 subseq 868037 len 1428 csum 0x8cd2], length 1428
10:18:44.128117 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 889457:890885, ack 1, win 4017, options [nop,nop,TS val 198219 ecr 4294951807,mptcp dss ack 1720219151 seq 3869504403 subseq 889457 len 1428 csum 0x5fbf], length 1428
10:18:44.284234 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 873749:875177, ack 1, win 4017, options [nop,nop,TS val 198657 ecr 4294952221,mptcp dss ack 1720219151 seq 3869468703 subseq 873749 len 1428 csum 0x2880], length 1428
10:18:44.316114 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 873749:875177, ack 1, win 4017, options [nop,nop,TS val 198657 ecr 4294952221,mptcp dss ack 1720219151 seq 3869468703 subseq 873749 len 1428 csum 0x2880], length 1428
10:18:44.353741 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 890885:892313, ack 1, win 4017, options [nop,nop,TS val 198669 ecr 4294952221,mptcp dss ack 1720219151 seq 3869525823 subseq 890885 len 1428 csum 0x65ec], length 1428
10:18:44.400424 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 890885:892313, ack 1, win 4017, options [nop,nop,TS val 198669 ecr 4294952221,mptcp dss ack 1720219151 seq 3869525823 subseq 890885 len 1428 csum 0x65ec], length 1428
10:18:44.911545 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 882317:883745, ack 1, win 4017, options [nop,nop,TS val 199284 ecr 4294952882,mptcp dss ack 1720219151 seq 3869487267 subseq 882317 len 1428 csum 0x741c], length 1428
10:18:44.917382 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 882317:883745, ack 1, win 4017, options [nop,nop,TS val 199284 ecr 4294952882,mptcp dss ack 1720219151 seq 3869487267 subseq 882317 len 1428 csum 0x741c], length 1428
10:18:44.965498 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 892313:893741, ack 1, win 4017, options [nop,nop,TS val 199296 ecr 4294952882,mptcp dss ack 1720219151 seq 3869555811 subseq 892313 len 1428 csum 0x7787], length 1428
10:18:45.054157 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 893741:895169, ack 1, win 4017, options [nop,nop,TS val 199296 ecr 4294952882,mptcp dss ack 1720219151 seq 3869557239 subseq 893741 len 1428 csum 0x705c], length 1428
10:18:45.061878 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 892313:893741, ack 1, win 4017, options [nop,nop,TS val 199296 ecr 4294952882,mptcp dss ack 1720219151 seq 3869555811 subseq 892313 len 1428 csum 0x7787], length 1428
10:18:45.119390 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 895169:896597, ack 1, win 4017, options [nop,nop,TS val 199296 ecr 4294952882,mptcp dss ack 1720219151 seq 3869558667 subseq 895169 len 1428 csum 0xd251], length 1428
10:18:45.163273 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 893741:895169, ack 1, win 4017, options [nop,nop,TS val 199296 ecr 4294952882,mptcp dss ack 1720219151 seq 3869557239 subseq 893741 len 1428 csum 0x705c], length 1428
10:18:45.216876 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 896597:898025, ack 1, win 4017, options [nop,nop,TS val 199296 ecr 4294952882,mptcp dss ack 1720219151 seq 3869565807 subseq 896597 len 1428 csum 0x447c], length 1428
10:18:45.262406 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 898025:899453, ack 1, win 4017, options [nop,nop,TS val 199296 ecr 4294952882,mptcp dss ack 1720219151 seq 3869567235 subseq 898025 len 1428 csum 0x29ce], length 1428
10:18:45.320120 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 895169:896597, ack 1, win 4017, options [nop,nop,TS val 199296 ecr 4294952882,mptcp dss ack 1720219151 seq 3869558667 subseq 895169 len 1428 csum 0xd251], length 1428
10:18:45.332595 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 899453:900881, ack 1, win 4017, options [nop,nop,TS val 199469 ecr 4294953000,mptcp dss ack 1720219151 seq 3869570091 subseq 899453 len 1428 csum 0xf3a4], length 1428
10:18:45.387016 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 896597:898025, ack 1, win 4017, options [nop,nop,TS val 199296 ecr 4294952882,mptcp dss ack 1720219151 seq 3869565807 subseq 896597 len 1428 csum 0x447c], length 1428
10:18:45.417373 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 900881:902309, ack 1, win 4017, options [nop,nop,TS val 199583 ecr 4294953181,mptcp dss ack 1720219151 seq 3869581515 subseq 900881 len 1428 csum 0x360a], length 1428
10:18:45.473767 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 898025:899453, ack 1, win 4017, options [nop,nop,TS val 199296 ecr 4294952882,mptcp dss ack 1720219151 seq 3869567235 subseq 898025 len 1428 csum 0x29ce], length 1428
10:18:45.512219 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 902309:903737, ack 1, win 4017, options [nop,nop,TS val 199583 ecr 4294953181,mptcp dss ack 1720219151 seq 3869582943 subseq 902309 len 1428 csum 0x8df9], length 1428
10:18:45.576221 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 903737:905165, ack 1, win 4017, options [nop,nop,TS val 199583 ecr 4294953181,mptcp dss ack 1720219151 seq 3869584371 subseq 903737 len 1428 csum 0x4a77], length 1428
10:18:45.627286 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 905165:906593, ack 1, win 4017, options [nop,nop,TS val 199648 ecr 4294953259,mptcp dss ack 1720219151 seq 3869591511 subseq 905165 len 1428 csum 0x4bb4], length 1428
10:18:45.679747 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 899453:900881, ack 1, win 4017, options [nop,nop,TS val 199469 ecr 4294953000,mptcp dss ack 1720219151 seq 3869570091 subseq 899453 len 1428 csum 0xf3a4], length 1428
10:18:45.695025 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 906593:908021, ack 1, win 4017, options [nop,nop,TS val 199759 ecr 4294953321,mptcp dss ack 1720219151 seq 3869592939 subseq 906593 len 1428 csum 0x7f7d], length 1428
10:18:45.758424 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 900881:902309, ack 1, win 4017, options [nop,nop,TS val 199583 ecr 4294953181,mptcp dss ack 1720219151 seq 3869581515 subseq 900881 len 1428 csum 0x360a], length 1428
10:18:45.781533 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 908021:909449, ack 1, win 4017, options [nop,nop,TS val 199916 ecr 4294953413,mptcp dss ack 1720219151 seq 3869605791 subseq 908021 len 1428 csum 0xe31c], length 1428
10:18:45.835075 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 909449:910877, ack 1, win 4017, options [nop,nop,TS val 200078 ecr 4294953465,mptcp dss ack 1720219151 seq 3869610075 subseq 909449 len 1428 csum 0xa584], length 1428
10:18:45.847865 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 902309:903737, ack 1, win 4017, options [nop,nop,TS val 199583 ecr 4294953181,mptcp dss ack 1720219151 seq 3869582943 subseq 902309 len 1428 csum 0x8df9], length 1428
10:18:45.895556 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 910877:912305, ack 1, win 4017, options [nop,nop,TS val 200126 ecr 4294953610,mptcp dss ack 1720219151 seq 3869612931 subseq 910877 len 1428 csum 0xeda3], length 1428
10:18:45.973709 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 903737:905165, ack 1, win 4017, options [nop,nop,TS val 199583 ecr 4294953181,mptcp dss ack 1720219151 seq 3869584371 subseq 903737 len 1428 csum 0x4a77], length 1428
10:18:45.996265 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 912305:913733, ack 1, win 4017, options [nop,nop,TS val 200231 ecr 4294953771,mptcp dss ack 1720219151 seq 3869615787 subseq 912305 len 1428 csum 0x3c86], length 1428
10:18:46.038789 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 905165:906593, ack 1, win 4017, options [nop,nop,TS val 199648 ecr 4294953259,mptcp dss ack 1720219151 seq 3869591511 subseq 905165 len 1428 csum 0x4bb4], length 1428
10:18:46.078235 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 913733:915161, ack 1, win 4017, options [nop,nop,TS val 200433 ecr 4294954179,mptcp dss ack 1720219151 seq 3869627211 subseq 913733 len 1428 csum 0x4352], length 1428
10:18:46.143900 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 906593:908021, ack 1, win 4017, options [nop,nop,TS val 199759 ecr 4294953321,mptcp dss ack 1720219151 seq 3869592939 subseq 906593 len 1428 csum 0x7f7d], length 1428
10:18:46.218591 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 915161:916589, ack 1, win 4017, options [nop,nop,TS val 200592 ecr 4294954329,mptcp dss ack 1720219151 seq 3869632923 subseq 915161 len 1428 csum 0x3e74], length 1428
10:18:46.247170 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 908021:909449, ack 1, win 4017, options [nop,nop,TS val 199916 ecr 4294953413,mptcp dss ack 1720219151 seq 3869605791 subseq 908021 len 1428 csum 0xe31c], length 1428
10:18:46.304352 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 916589:918017, ack 1, win 4017, options [nop,nop,TS val 200592 ecr 4294954329,mptcp dss ack 1720219151 seq 3869634351 subseq 916589 len 1428 csum 0xce5d], length 1428
10:18:46.324097 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 909449:910877, ack 1, win 4017, options [nop,nop,TS val 200078 ecr 4294953465,mptcp dss ack 1720219151 seq 3869610075 subseq 909449 len 1428 csum 0xa584], length 1428
10:18:46.379162 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 918017:919445, ack 1, win 4017, options [nop,nop,TS val 200750 ecr 4294954466,mptcp dss ack 1720219151 seq 3869637207 subseq 918017 len 1428 csum 0x5933], length 1428
10:18:46.461363 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 910877:912305, ack 1, win 4017, options [nop,nop,TS val 200126 ecr 4294953610,mptcp dss ack 1720219151 seq 3869612931 subseq 910877 len 1428 csum 0xeda3], length 1428
10:18:46.492344 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 919445:920873, ack 1, win 4017, options [nop,nop,TS val 200863 ecr 4294954524,mptcp dss ack 1720219151 seq 3869644347 subseq 919445 len 1428 csum 0x88eb], length 1428
10:18:46.539357 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 912305:913733, ack 1, win 4017, options [nop,nop,TS val 200231 ecr 4294953771,mptcp dss ack 1720219151 seq 3869615787 subseq 912305 len 1428 csum 0x3c86], length 1428
10:18:46.574108 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 920873:922301, ack 1, win 4017, options [nop,nop,TS val 200863 ecr 4294954524,mptcp dss ack 1720219151 seq 3869645775 subseq 920873 len 1428 csum 0xc2a2], length 1428
10:18:46.632993 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 913733:915161, ack 1, win 4017, options [nop,nop,TS val 200433 ecr 4294954179,mptcp dss ack 1720219151 seq 3869627211 subseq 913733 len 1428 csum 0x4352], length 1428
10:18:46.697455 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 922301:923729, ack 1, win 4017, options [nop,nop,TS val 200998 ecr 4294954557,mptcp dss ack 1720219151 seq 3869651487 subseq 922301 len 1428 csum 0x22b6], length 1428
10:18:46.736514 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 915161:916589, ack 1, win 4017, options [nop,nop,TS val 200592 ecr 4294954329,mptcp dss ack 1720219151 seq 3869632923 subseq 915161 len 1428 csum 0x3e74], length 1428
10:18:46.794485 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 923729:925157, ack 1, win 4017, options [nop,nop,TS val 201097 ecr 4294954661,mptcp dss ack 1720219151 seq 3869655771 subseq 923729 len 1428 csum 0xe039], length 1428
10:18:46.871372 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 916589:918017, ack 1, win 4017, options [nop,nop,TS val 200592 ecr 4294954329,mptcp dss ack 1720219151 seq 3869634351 subseq 916589 len 1428 csum 0xce5d], length 1428
10:18:46.874408 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 925157:926585, ack 1, win 4017, options [nop,nop,TS val 201194 ecr 4294954797,mptcp dss ack 1720219151 seq 3869661483 subseq 925157 len 1428 csum 0xce66], length 1428
10:18:46.917707 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 926585:928013, ack 1, win 4017, options [nop,nop,TS val 201194 ecr 4294954797,mptcp dss ack 1720219151 seq 3869662911 subseq 926585 len 1428 csum 0x5f63], length 1428
10:18:46.932540 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 918017:919445, ack 1, win 4017, options [nop,nop,TS val 200750 ecr 4294954466,mptcp dss ack 1720219151 seq 3869637207 subseq 918017 len 1428 csum 0x5933], length 1428
10:18:47.017464 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 919445:920873, ack 1, win 4017, options [nop,nop,TS val 200863 ecr 4294954524,mptcp dss ack 1720219151 seq 3869644347 subseq 919445 len 1428 csum 0x88eb], length 1428
10:18:47.097317 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 928013:929441, ack 1, win 4017, options [nop,nop,TS val 201472 ecr 4294955090,mptcp dss ack 1720219151 seq 3869675763 subseq 928013 len 1428 csum 0xf91d], length 1428
10:18:47.136252 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 920873:922301, ack 1, win 4017, options [nop,nop,TS val 200863 ecr 4294954524,mptcp dss ack 1720219151 seq 3869645775 subseq 920873 len 1428 csum 0xc2a2], length 1428
10:18:47.152822 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 929441:930869, ack 1, win 4017, options [nop,nop,TS val 201472 ecr 4294955090,mptcp dss ack 1720219151 seq 3869677191 subseq 929441 len 1428 csum 0x670], length 1428
10:18:47.261007 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 922301:923729, ack 1, win 4017, options [nop,nop,TS val 200998 ecr 4294954557,mptcp dss ack 1720219151 seq 3869651487 subseq 922301 len 1428 csum 0x22b6], length 1428
10:18:47.299344 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 930869:932297, ack 1, win 4017, options [nop,nop,TS val 201672 ecr 4294955242,mptcp dss ack 1720219151 seq 3869687187 subseq 930869 len 1428 csum 0x816a], length 1428
10:18:47.352681 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 923729:925157, ack 1, win 4017, options [nop,nop,TS val 201097 ecr 4294954661,mptcp dss ack 1720219151 seq 3869655771 subseq 923729 len 1428 csum 0xe039], length 1428
10:18:47.424698 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 925157:926585, ack 1, win 4017, options [nop,nop,TS val 201194 ecr 4294954797,mptcp dss ack 1720219151 seq 3869661483 subseq 925157 len 1428 csum 0xce66], length 1428
10:18:47.444076 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 932297:933725, ack 1, win 4017, options [nop,nop,TS val 201818 ecr 4294955408,mptcp dss ack 1720219151 seq 3869690043 subseq 932297 len 1428 csum 0xa490], length 1428
10:18:47.495875 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 933725:935153, ack 1, win 4017, options [nop,nop,TS val 201818 ecr 4294955408,mptcp dss ack 1720219151 seq 3869691471 subseq 933725 len 1428 csum 0xc891], length 1428
10:18:47.547302 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 926585:928013, ack 1, win 4017, options [nop,nop,TS val 201194 ecr 4294954797,mptcp dss ack 1720219151 seq 3869662911 subseq 926585 len 1428 csum 0x5f63], length 1428
10:18:47.590055 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 935153:936581, ack 1, win 4017, options [nop,nop,TS val 201947 ecr 4294955555,mptcp dss ack 1720219151 seq 3869695755 subseq 935153 len 1428 csum 0x7bb9], length 1428
10:18:47.676455 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 928013:929441, ack 1, win 4017, options [nop,nop,TS val 201472 ecr 4294955090,mptcp dss ack 1720219151 seq 3869675763 subseq 928013 len 1428 csum 0xf91d], length 1428
10:18:47.724825 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 936581:938009, ack 1, win 4017, options [nop,nop,TS val 202098 ecr 4294955623,mptcp dss ack 1720219151 seq 3869697183 subseq 936581 len 1428 csum 0x8cc2], length 1428
10:18:47.766484 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 929441:930869, ack 1, win 4017, options [nop,nop,TS val 201472 ecr 4294955090,mptcp dss ack 1720219151 seq 3869677191 subseq 929441 len 1428 csum 0x670], length 1428
10:18:47.809714 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 930869:932297, ack 1, win 4017, options [nop,nop,TS val 201672 ecr 4294955242,mptcp dss ack 1720219151 seq 3869687187 subseq 930869 len 1428 csum 0x816a], length 1428
